id,member_id,loan_amnt,term,int_rate,annual_inc,emp_length,home_ownership,purpose,dti,fico_range_low,fico_range_high,open_acc,delinq_2yrs,revol_bal,inq_last_6mths,issue_d,loan_status
3566,116900,4889.96,36,9.77,66521.55,< 1 year,MORTGAGE,other,36.28,682,686,6,1,4996.01,4,Oct-2021,Fully Paid
3567,572545,30147.03,60,11.58,65390.75,5 years,MORTGAGE,home_improvement,17.17,789,793,17,3,23359.73,4,Apr-2022,Current
3568,869215,38700.0,36,22.86,34107.4,5 years,OTHER,major_purchase,28.16,649,653,9,0,83107.61,2,Jun-2021,Current
3569,692668,39839.21,36,11.45,71825.13,10+ years,OWN,medical,42.08,666,670,18,2,109677.82,0,Apr-2023,Charged Off
3570,748180,37104.57,60,19.16,45607.64,5 years,RENT,major_purchase,30.0,777,781,12,2,30997.28,1,Sep-2021,Current
3571,978650,35088.97,60,6.76,25991.4,5 years,OTHER,major_purchase,33.45,706,710,15,0,26704.34,3,May-2023,In Grace Period
3572,409399,12597.45,36,8.31,60164.71,2 years,OWN,medical,40.04,742,746,8,1,34782.31,3,Jul-2023,Fully Paid
3573,726108,38732.64,36,11.61,54048.27,< 1 year,MORTGAGE,other,42.02,656,660,3,1,83328.58,0,Jan-2023,Late (31-120 days)
3574,126627,37260.07,36,22.23,44247.1,10+ years,RENT,debt_consolidation,13.33,727,731,8,1,108894.6,5,Dec-2021,Fully Paid
3575,235637,22306.16,60,9.95,48201.53,10+ years,RENT,major_purchase,12.83,696,700,13,1,50762.83,0,Nov-2023,Default
3576,728098,17278.95,60,19.08,35468.9,5 years,OTHER,major_purchase,27.02,803,807,6,1,41975.12,2,Jan-2023,Current
3577,288412,6152.16,60,9.02,64508.92,5 years,OTHER,other,44.82,698,702,8,2,10177.51,1,Dec-2022,Fully Paid
3578,808429,24444.09,60,17.03,48071.62,5 years,OTHER,major_purchase,24.61,601,605,2,2,26785.35,1,Jul-2023,In Grace Period
3579,882869,28620.75,36,16.56,52833.57,2 years,MORTGAGE,debt_consolidation,18.24,756,760,8,1,55033.44,2,Aug-2023,Current
3580,904598,17351.87,60,17.2,57567.52,2 years,OWN,medical,26.49,808,812,3,1,24215.13,1,Mar-2021,Fully Paid
3581,143176,17429.12,36,11.15,29156.6,2 years,MORTGAGE,medical,7.58,791,795,6,3,29181.82,2,Aug-2023,In Grace Period
3582,392864,23785.83,36,8.92,32779.96,10+ years,RENT,other,12.09,604,608,8,3,42557.88,5,Apr-2023,Current
3583,558258,3055.8,36,21.96,18133.66,< 1 year,MORTGAGE,credit_card,10.96,819,823,5,2,1730.88,4,Aug-2021,Current
3584,114347,38398.9,36,16.25,63204.7,5 years,MORTGAGE,debt_consolidation,6.12,663,667,3,2,77617.69,1,Dec-2021,Fully Paid
3585,915359,13016.42,36,9.82,28410.26,5 years,MORTGAGE,debt_consolidation,33.89,780,784,4,0,18175.3,3,Apr-2023,In Grace Period
3586,968767,7353.85,60,13.44,52034.19,5 years,RENT,home_improvement,18.02,731,735,13,2,18607.17,2,Aug-2021,Current
3587,798604,2208.56,60,7.21,57927.34,2 years,RENT,debt_consolidation,11.74,813,817,4,1,1415.14,1,May-2022,Current
3588,350090,34561.88,60,14.56,64283.53,10+ years,MORTGAGE,medical,25.49,661,665,2,2,65338.4,2,Jan-2023,Fully Paid
3589,204100,34801.88,60,13.63,28515.2,5 years,OTHER,major_purchase,17.94,725,729,14,2,48724.32,0,Dec-2022,Fully Paid
3590,843939,5621.65,60,8.39,47604.25,10+ years,OWN,credit_card,20.72,743,747,10,3,4122.02,1,Sep-2023,In Grace Period
3591,766417,7785.17,36,14.0,103945.94,5 years,RENT,credit_card,17.62,617,621,18,3,11944.29,3,May-2021,Fully Paid
3592,951168,19020.28,36,17.51,106026.21,5 years,MORTGAGE,home_improvement,5.16,766,770,8,1,28971.3,4,Nov-2021,In Grace Period
3593,443861,9056.76,60,22.71,76442.6,10+ years,MORTGAGE,debt_consolidation,32.53,614,618,8,0,21584.7,4,Dec-2023,Default
3594,251586,29961.2,36,18.66,57060.76,5 years,MORTGAGE,home_improvement,9.43,778,782,2,0,26367.35,5,Sep-2022,Fully Paid
3595,911155,4205.51,60,15.04,31185.3,2 years,MORTGAGE,major_purchase,13.77,610,614,3,1,10833.2,1,Sep-2021,In Grace Period
3596,196923,22888.95,36,19.86,67736.45,10+ years,MORTGAGE,home_improvement,12.61,623,627,17,1,14185.79,0,Nov-2021,Current
3597,615515,16546.08,36,11.04,45656.01,5 years,MORTGAGE,home_improvement,18.25,698,702,5,2,29605.38,3,Jan-2022,Fully Paid
3598,524330,19667.97,36,18.04,63084.96,5 years,MORTGAGE,medical,11.41,623,627,3,1,41745.45,3,Aug-2022,Fully Paid
3599,593894,18140.77,60,6.09,36872.47,10+ years,OWN,home_improvement,18.88,598,602,15,1,9720.88,5,Nov-2021,In Grace Period
3600,462171,7820.05,60,7.31,45350.66,5 years,RENT,debt_consolidation,14.73,592,596,19,2,5261.53,0,Nov-2022,Current
3601,107840,10370.7,36,17.24,52778.88,5 years,RENT,major_purchase,7.45,648,652,8,1,12276.39,1,May-2022,Current
3602,659594,4462.69,36,9.47,54766.02,5 years,MORTGAGE,credit_card,39.82,697,701,8,0,6487.11,2,Oct-2022,In Grace Period
3603,324690,6380.85,60,18.4,61216.69,2 years,RENT,other,17.22,590,594,13,1,8718.0,4,Jun-2021,In Grace Period
3604,205524,39160.0,36,17.46,37773.47,5 years,MORTGAGE,debt_consolidation,8.81,613,617,3,2,114671.36,1,Nov-2022,In Grace Period
3605,471478,12631.9,60,7.15,26782.98,2 years,OWN,medical,25.86,726,730,5,0,11587.97,5,Oct-2023,Current
3606,361650,13666.97,60,13.06,101839.49,2 years,MORTGAGE,home_improvement,9.93,656,660,17,0,37267.63,0,May-2021,Current
3607,751525,6830.04,60,17.03,150266.31,10+ years,RENT,home_improvement,35.92,761,765,15,2,19543.76,5,Dec-2021,In Grace Period
3608,425910,30696.24,36,18.84,59954.39,2 years,OWN,other,7.46,781,785,4,0,28823.16,4,Jan-2023,Fully Paid
3609,568044,37117.43,60,20.69,27016.51,2 years,RENT,medical,23.59,587,591,13,3,88950.79,0,Nov-2022,Charged Off
3610,536620,32010.52,60,11.95,34615.69,10+ years,MORTGAGE,credit_card,42.75,807,811,19,1,95886.66,5,Jan-2023,Current
3611,867284,25279.4,36,21.06,61642.26,10+ years,RENT,other,11.36,744,748,6,3,28303.66,0,Sep-2022,Charged Off
3612,192592,32902.85,60,12.38,89635.08,10+ years,OWN,credit_card,13.05,777,781,5,0,57805.04,2,Jan-2023,Charged Off
3613,130915,17360.75,36,6.13,28401.56,5 years,MORTGAGE,home_improvement,29.02,694,698,18,1,41615.25,4,Oct-2022,Current
3614,880277,34660.9,60,16.98,46353.41,5 years,MORTGAGE,medical,44.19,580,584,19,1,81000.51,2,Mar-2021,Late (31-120 days)
3615,390599,32343.72,36,10.35,53539.2,10+ years,MORTGAGE,debt_consolidation,20.43,792,796,11,1,83541.0,2,Apr-2023,Fully Paid
3616,745832,2065.54,36,8.24,72334.78,2 years,MORTGAGE,home_improvement,30.95,716,720,10,1,2831.02,1,May-2022,Current
3617,637830,20536.18,36,10.65,41998.09,< 1 year,MORTGAGE,debt_consolidation,11.09,588,592,5,1,16462.82,1,Feb-2021,Fully Paid
3618,787117,12055.43,60,20.9,24252.7,2 years,RENT,major_purchase,30.66,619,623,3,0,26414.1,3,Mar-2022,Fully Paid
3619,692879,5276.85,36,22.45,64830.98,10+ years,RENT,major_purchase,15.11,629,633,12,0,7117.97,2,Apr-2022,Fully Paid
3620,319937,34155.45,36,23.31,81320.89,2 years,RENT,major_purchase,29.53,670,674,4,1,72244.29,4,Apr-2021,Fully Paid
3621,552167,2302.09,36,11.45,47232.33,5 years,RENT,other,8.55,686,690,9,2,3875.67,3,Dec-2023,Fully Paid
3622,375564,29746.21,60,14.21,58827.11,5 years,MORTGAGE,medical,26.0,682,686,18,1,48977.68,3,Sep-2021,Current
3623,458966,39551.3,36,20.45,39595.82,10+ years,MORTGAGE,debt_consolidation,14.5,788,792,18,0,106937.97,0,Dec-2021,Current
3624,590473,20316.75,36,11.72,33503.4,5 years,MORTGAGE,credit_card,32.27,806,810,10,2,42688.51,1,Apr-2022,Current
3625,164400,16107.14,36,12.93,77799.6,5 years,RENT,home_improvement,34.91,742,746,7,1,33201.1,0,Jul-2023,Current
3626,127979,25021.65,60,10.27,58359.25,10+ years,MORTGAGE,home_improvement,38.93,732,736,19,0,73241.61,5,Mar-2023,Fully Paid
3627,726617,32578.52,36,16.3,61124.37,2 years,OWN,credit_card,44.7,787,791,17,0,38258.94,4,Apr-2023,In Grace Period
3628,179619,11129.58,60,17.87,96370.15,5 years,RENT,major_purchase,23.37,644,648,12,2,24721.96,1,Sep-2021,Default
3629,913352,11526.65,36,11.73,30495.09,< 1 year,RENT,major_purchase,31.82,713,717,15,0,16008.32,2,Jul-2023,Current
3630,678249,25072.76,36,6.44,38238.12,2 years,MORTGAGE,home_improvement,5.74,734,738,9,3,50077.91,3,Jun-2023,In Grace Period
3631,827953,37715.43,36,19.25,52631.5,< 1 year,MORTGAGE,other,41.2,648,652,14,2,95901.87,1,May-2022,In Grace Period
3632,524243,13340.72,36,17.1,38027.28,5 years,MORTGAGE,home_improvement,29.63,808,812,11,1,37446.9,0,Aug-2022,Current
3633,731106,16316.68,36,9.94,69731.78,2 years,MORTGAGE,medical,21.85,636,640,5,3,25580.54,5,Feb-2021,Current
3634,267300,39746.67,36,11.66,45056.4,10+ years,MORTGAGE,medical,22.37,594,598,3,2,102555.4,2,Apr-2023,In Grace Period
3635,670744,8696.44,60,23.23,31362.25,5 years,RENT,other,35.32,657,661,3,2,11632.94,4,Nov-2023,Current
3636,379670,4924.79,60,17.34,50493.37,5 years,MORTGAGE,major_purchase,38.34,775,779,16,0,10600.94,3,Jun-2022,Fully Paid
3637,794835,24410.7,36,16.72,52926.13,5 years,RENT,home_improvement,37.32,669,673,17,0,65764.51,2,Aug-2022,Default
3638,430441,2922.15,36,17.51,74653.07,10+ years,RENT,debt_consolidation,25.42,632,636,11,2,6468.33,3,Jul-2022,Fully Paid
3639,799057,8856.46,60,23.18,58507.69,5 years,OWN,major_purchase,19.85,789,793,12,1,20053.99,1,Apr-2021,In Grace Period
3640,904759,25643.95,60,12.12,60325.84,< 1 year,RENT,major_purchase,42.82,616,620,18,3,66522.12,1,Nov-2022,Late (31-120 days)
3641,106246,27061.47,36,11.06,56620.78,2 years,MORTGAGE,other,30.37,618,622,19,2,30609.8,4,Mar-2023,Late (31-120 days)
3642,156285,21396.16,36,12.78,45039.71,10+ years,RENT,major_purchase,26.75,795,799,14,0,50649.84,4,Oct-2023,Current
3643,422063,16582.43,36,20.42,35514.68,10+ years,RENT,medical,28.93,657,661,11,3,34725.43,4,Oct-2023,Fully Paid
3644,592167,23895.51,36,8.18,55825.01,5 years,OWN,other,30.19,580,584,10,3,44558.41,4,Jun-2022,Charged Off
3645,881247,26448.66,36,9.72,42196.55,2 years,MORTGAGE,other,33.52,684,688,12,2,77698.95,5,Nov-2023,In Grace Period
3646,495488,32532.32,36,10.11,104864.07,5 years,RENT,credit_card,27.13,757,761,15,3,49816.21,1,Aug-2022,Late (31-120 days)
3647,865704,32124.53,36,17.45,89678.11,5 years,MORTGAGE,credit_card,40.01,761,765,19,0,34923.38,0,Dec-2022,Fully Paid
3648,756601,27262.43,60,17.55,65171.5,5 years,OWN,medical,39.39,600,604,13,2,70832.27,1,Oct-2022,Fully Paid
3649,738959,35980.84,36,12.69,58122.62,< 1 year,RENT,debt_consolidation,22.69,647,651,14,2,34642.55,3,Dec-2023,Fully Paid
3650,918880,33844.96,36,10.97,47118.38,5 years,RENT,medical,11.74,728,732,2,0,79981.86,3,Mar-2023,In Grace Period
3651,378163,7063.35,36,19.58,27791.75,5 years,MORTGAGE,debt_consolidation,28.07,738,742,8,0,19922.53,1,May-2021,Fully Paid
3652,702727,38353.82,36,6.57,44476.78,10+ years,OWN,home_improvement,29.83,729,733,7,2,97953.89,4,Mar-2021,Current
3653,818120,35886.21,36,19.3,51309.44,2 years,RENT,other,25.94,661,665,16,1,74746.59,5,Mar-2022,Fully Paid
3654,971542,14195.23,60,9.78,54353.02,10+ years,RENT,debt_consolidation,40.62,787,791,6,2,39858.55,0,Jul-2022,Current
3655,308399,2767.01,36,22.25,60554.03,5 years,OWN,debt_consolidation,8.72,598,602,7,3,4765.54,0,Jan-2023,Fully Paid
3656,808135,24951.09,36,13.45,74205.87,5 years,RENT,medical,16.5,777,781,13,2,17195.85,4,Jun-2022,Current
3657,301688,18659.87,36,17.56,35901.37,10+ years,RENT,medical,39.63,805,809,11,3,43614.21,2,Jul-2022,Default
3658,965875,30483.53,36,8.18,36048.34,5 years,MORTGAGE,medical,42.58,744,748,9,0,69871.64,4,Oct-2023,Late (31-120 days)
3659,582159,21934.79,36,10.57,94172.69,< 1 year,MORTGAGE,home_improvement,22.04,683,687,6,1,58422.01,4,Jan-2022,In Grace Period
3660,887667,4906.64,60,18.61,69351.41,2 years,RENT,medical,12.71,671,675,18,3,7434.77,0,Jun-2022,Current
3661,614206,11298.12,36,15.91,41116.02,10+ years,RENT,medical,21.81,684,688,19,2,9745.79,4,Sep-2022,In Grace Period
3662,167884,35535.9,36,19.87,46711.93,5 years,RENT,home_improvement,23.25,619,623,3,1,26889.15,1,May-2022,Late (31-120 days)
3663,416195,3432.21,60,16.14,46806.56,5 years,MORTGAGE,medical,25.78,633,637,18,1,4679.78,3,Nov-2023,Fully Paid
3664,648103,29993.45,60,16.25,49722.28,5 years,MORTGAGE,credit_card,15.97,732,736,16,2,74456.06,5,Nov-2023,Current
3665,643397,13093.85,60,21.45,60639.84,2 years,RENT,home_improvement,17.51,712,716,17,0,23613.75,2,Jul-2022,Fully Paid
3666,595013,19200.31,36,13.64,153391.19,2 years,MORTGAGE,medical,31.22,699,703,9,0,17781.2,2,May-2022,Fully Paid
3667,738200,22178.21,36,22.11,53390.63,10+ years,OWN,debt_consolidation,29.87,693,697,9,3,24496.87,5,Oct-2022,Default
3668,619561,11503.09,36,12.7,66050.12,5 years,RENT,home_improvement,31.48,598,602,13,3,15771.05,2,Jul-2021,Charged Off
3669,262195,26774.5,36,11.91,22950.28,2 years,OTHER,major_purchase,20.09,788,792,15,3,45535.82,3,Apr-2022,In Grace Period
3670,170489,28350.8,36,20.03,39410.79,5 years,RENT,major_purchase,18.46,809,813,18,1,73672.69,1,Aug-2021,Current
3671,359753,5232.26,60,6.21,85217.9,10+ years,OWN,other,19.06,638,642,6,1,15596.46,3,Jun-2021,Current
3672,224039,16209.23,36,9.1,58749.74,2 years,MORTGAGE,major_purchase,43.05,655,659,19,1,32388.38,0,Apr-2021,Fully Paid
3673,729853,30286.34,36,7.29,15000.0,2 years,MORTGAGE,debt_consolidation,20.81,731,735,9,3,44610.45,5,Oct-2022,Default
3674,979461,29422.23,36,15.22,66390.58,5 years,RENT,other,29.25,580,584,13,0,28199.66,3,Jan-2021,Current
3675,934525,22694.93,60,17.31,116212.3,< 1 year,MORTGAGE,credit_card,25.91,604,608,16,0,40341.58,2,Dec-2022,Fully Paid
3676,609748,31551.64,36,6.19,19967.11,< 1 year,MORTGAGE,major_purchase,40.05,796,800,13,1,64138.25,4,Apr-2022,Default
3677,895996,6090.51,36,8.91,97122.12,< 1 year,MORTGAGE,other,19.76,621,625,3,2,8023.34,3,Feb-2022,Fully Paid
3678,692025,6492.03,60,11.45,15000.0,2 years,RENT,major_purchase,22.37,718,722,17,1,8503.31,2,Apr-2023,Current
3679,216682,26984.59,36,11.3,74764.58,5 years,RENT,debt_consolidation,38.71,791,795,2,3,69384.2,1,Aug-2022,Current
3680,627728,28346.69,60,7.75,48830.39,2 years,MORTGAGE,home_improvement,11.44,755,759,11,2,60942.84,0,Mar-2023,Fully Paid
3681,612752,32952.02,36,9.11,17026.27,5 years,MORTGAGE,debt_consolidation,28.77,645,649,13,3,53569.02,1,Feb-2023,Current
3682,595039,8879.4,60,21.25,59919.78,10+ years,OWN,home_improvement,21.0,616,620,6,0,16820.16,2,Feb-2021,Charged Off
3683,820157,21637.32,36,18.61,82279.55,< 1 year,MORTGAGE,other,44.43,752,756,15,2,38122.25,2,Aug-2021,In Grace Period
3684,987620,27111.59,36,11.33,57742.52,2 years,RENT,credit_card,33.86,677,681,12,1,25374.75,5,Sep-2022,Current
3685,313593,10500.58,36,10.74,63778.56,10+ years,OTHER,medical,5.42,812,816,8,1,28097.94,2,Dec-2023,Fully Paid
3686,115567,21643.26,60,7.44,40731.04,5 years,MORTGAGE,debt_consolidation,38.58,734,738,4,0,15745.46,2,Jun-2021,Late (31-120 days)
3687,678870,26260.91,36,12.28,21213.11,5 years,MORTGAGE,credit_card,33.13,582,586,14,2,27116.11,0,Apr-2021,Default
3688,199487,10149.08,60,13.17,66925.73,5 years,MORTGAGE,major_purchase,27.44,640,644,3,1,19326.86,0,Oct-2023,Fully Paid
3689,484873,16271.41,36,22.28,107730.63,10+ years,MORTGAGE,other,14.45,758,762,18,3,26893.95,2,Nov-2023,In Grace Period
3690,939155,10220.87,60,19.38,81496.18,2 years,RENT,major_purchase,10.97,748,752,4,2,20322.91,2,Jul-2021,In Grace Period
3691,696457,36311.83,36,14.62,20039.41,< 1 year,RENT,medical,30.14,758,762,3,0,101645.74,3,Mar-2022,Charged Off
3692,943854,10998.36,36,8.43,24792.53,10+ years,RENT,medical,22.6,636,640,5,2,13362.94,5,Nov-2022,Default
3693,128895,6591.72,36,17.81,33500.46,< 1 year,MORTGAGE,debt_consolidation,39.46,639,643,16,0,5779.51,0,Aug-2021,Fully Paid
3694,735873,3335.9,36,22.85,23936.53,5 years,MORTGAGE,other,15.49,630,634,17,2,2679.46,0,Dec-2021,Current
3695,381657,3708.23,60,7.4,50005.36,< 1 year,OWN,home_improvement,30.5,746,750,12,1,2401.64,3,Mar-2022,Late (31-120 days)
3696,166936,9280.28,60,21.27,58514.92,5 years,RENT,credit_card,14.95,582,586,16,0,22986.19,0,Dec-2022,Default
3697,376594,25111.92,36,9.24,25755.05,5 years,MORTGAGE,other,30.45,775,779,9,2,41275.83,1,Dec-2021,Default
3698,940167,2670.7,60,18.62,69543.5,5 years,MORTGAGE,home_improvement,6.93,647,651,19,1,3043.27,4,Mar-2022,In Grace Period
3699,476805,12896.27,36,9.31,64247.42,5 years,OWN,medical,20.67,697,701,2,0,28180.68,0,Nov-2021,Fully Paid
3700,925861,4210.34,36,16.8,38304.72,2 years,MORTGAGE,home_improvement,11.91,639,643,13,0,10287.57,3,Apr-2023,In Grace Period
3701,203084,17339.03,60,10.28,45359.06,2 years,RENT,major_purchase,29.24,682,686,8,2,49291.77,0,Jun-2021,Default
3702,690621,3845.92,36,15.75,20385.71,10+ years,OWN,debt_consolidation,17.67,763,767,8,1,5763.47,4,Sep-2021,Current
3703,492956,25086.59,36,16.8,42212.94,< 1 year,RENT,home_improvement,35.86,627,631,16,1,55781.31,4,Oct-2021,Fully Paid
3704,369513,28160.12,60,17.13,49183.98,5 years,RENT,home_improvement,9.58,716,720,15,2,33132.41,0,Sep-2023,Current
3705,587347,29790.83,36,18.29,52888.25,5 years,RENT,credit_card,27.25,593,597,11,3,79353.88,3,Nov-2023,Charged Off
3706,652712,10525.05,36,7.24,58133.34,5 years,MORTGAGE,other,28.75,622,626,17,3,29172.66,2,Jul-2022,Fully Paid
3707,123992,35003.01,60,18.66,54715.85,5 years,RENT,major_purchase,5.88,744,748,5,1,72653.15,5,Jun-2021,Current
3708,688455,28230.95,36,8.78,43523.02,10+ years,RENT,other,6.44,716,720,3,1,60622.39,0,Apr-2023,In Grace Period
3709,370823,4152.71,36,18.19,55758.64,5 years,OWN,debt_consolidation,17.33,726,730,6,3,8924.34,4,Jun-2022,In Grace Period
3710,823319,18749.13,60,8.23,76950.25,< 1 year,OWN,home_improvement,29.36,634,638,3,0,37102.81,3,Jul-2023,Fully Paid
3711,259561,31174.75,36,14.63,46958.8,10+ years,MORTGAGE,medical,43.51,629,633,17,3,49784.74,5,Jan-2022,In Grace Period
3712,357316,13813.97,36,12.96,56552.1,2 years,MORTGAGE,debt_consolidation,8.63,682,686,11,1,32473.99,4,Dec-2023,Current
3713,974945,16499.23,36,23.41,45081.31,10+ years,MORTGAGE,credit_card,33.13,610,614,9,1,48533.43,1,Jun-2023,Late (31-120 days)
3714,322403,25924.95,60,17.35,36642.3,< 1 year,RENT,other,32.71,793,797,10,3,61299.82,0,Sep-2021,Charged Off
3715,217194,4108.27,36,7.59,62025.19,5 years,RENT,debt_consolidation,31.78,644,648,3,0,5233.6,3,Mar-2023,Charged Off
3716,595376,38743.53,36,18.62,38183.1,5 years,RENT,home_improvement,25.65,752,756,13,0,67843.44,5,Nov-2021,Late (31-120 days)
3717,664673,8630.28,36,9.49,58323.83,< 1 year,MORTGAGE,debt_consolidation,43.67,617,621,19,3,17197.17,3,Jan-2022,Current
3718,610041,3013.54,60,11.15,49648.08,10+ years,RENT,home_improvement,25.07,736,740,4,2,2126.15,3,Oct-2021,Current
3719,461667,2202.27,36,12.81,42754.49,2 years,MORTGAGE,medical,38.53,628,632,6,1,3809.89,3,Jan-2023,Fully Paid
3720,196617,17183.07,36,19.97,42291.26,5 years,OTHER,home_improvement,15.5,647,651,15,0,12992.85,2,Oct-2021,Fully Paid
3721,358597,35601.63,36,22.99,39001.12,10+ years,MORTGAGE,home_improvement,37.25,678,682,16,2,63238.78,5,Dec-2022,Fully Paid
3722,150768,33150.96,36,22.64,23374.23,5 years,OWN,other,44.86,609,613,7,3,23784.37,1,Sep-2022,Late (31-120 days)
3723,868667,36657.74,36,9.07,58238.55,5 years,MORTGAGE,home_improvement,41.4,609,613,2,0,51446.17,3,Apr-2023,Fully Paid
3724,333664,22283.73,36,7.09,54404.17,5 years,RENT,major_purchase,17.16,760,764,14,0,64315.58,5,Dec-2023,In Grace Period
3725,697677,19052.36,36,20.91,71851.13,< 1 year,OTHER,major_purchase,38.85,662,666,6,1,9881.67,1,Jan-2021,Fully Paid
3726,334207,16662.72,36,11.19,38593.7,10+ years,RENT,medical,8.81,716,720,16,1,19756.57,2,Dec-2023,Current
3727,658271,3763.89,36,16.49,115027.05,5 years,MORTGAGE,major_purchase,32.11,735,739,8,2,5379.89,4,Apr-2021,Current
3728,182169,36561.81,60,23.62,41320.7,5 years,RENT,medical,18.69,729,733,19,3,72211.68,0,Jul-2022,Fully Paid
3729,184291,20854.69,36,9.36,33064.01,5 years,MORTGAGE,other,31.35,730,734,17,2,60762.36,1,Jan-2022,In Grace Period
3730,384496,19292.56,36,12.75,31345.99,5 years,RENT,other,21.49,814,818,3,2,40502.28,4,Dec-2022,In Grace Period
3731,333072,21576.36,36,21.62,22465.47,< 1 year,RENT,home_improvement,5.36,731,735,15,3,58999.54,0,Mar-2023,Fully Paid
3732,389878,32177.87,36,17.7,97702.51,2 years,OWN,credit_card,14.25,663,667,14,3,29169.38,2,Jul-2023,Current
3733,348842,10529.9,36,22.88,90851.39,5 years,RENT,credit_card,6.7,648,652,7,2,12862.24,3,Mar-2022,Current
3734,724729,28976.23,60,17.37,64237.04,2 years,RENT,medical,22.09,772,776,18,0,78747.25,5,Oct-2023,Fully Paid
3735,490941,29009.25,36,11.46,32753.33,< 1 year,MORTGAGE,other,38.6,681,685,16,1,14880.1,0,Dec-2021,Late (31-120 days)
3736,238713,34283.01,60,20.49,110754.4,5 years,RENT,credit_card,34.52,714,718,6,3,56033.67,3,Aug-2021,Late (31-120 days)
3737,929320,2329.98,36,19.67,41844.95,5 years,MORTGAGE,home_improvement,36.56,775,779,16,2,3803.03,4,Feb-2022,Current
3738,671529,8475.03,36,22.81,43431.42,5 years,RENT,debt_consolidation,37.29,636,640,14,3,24286.36,2,Aug-2022,Current
3739,463287,19899.78,36,14.57,93598.21,10+ years,MORTGAGE,major_purchase,19.88,633,637,11,0,32298.34,2,Jan-2023,Current
3740,558565,34320.53,36,15.05,65940.61,5 years,OTHER,medical,25.24,592,596,18,0,94924.65,2,Jul-2023,Charged Off
3741,395218,38674.44,60,11.83,131991.98,< 1 year,OWN,debt_consolidation,25.34,597,601,11,0,75929.63,5,Sep-2021,Fully Paid
3742,453680,24605.01,36,10.84,54826.29,10+ years,OTHER,other,9.53,727,731,6,0,30754.61,3,Nov-2021,Fully Paid
3743,163843,10061.09,60,23.94,41000.36,5 years,MORTGAGE,other,28.93,700,704,11,1,8759.84,2,Oct-2023,In Grace Period
3744,848017,9014.22,36,23.59,37223.21,5 years,MORTGAGE,other,33.81,651,655,10,3,15554.06,0,Apr-2022,Fully Paid
3745,446461,26298.87,36,15.53,21350.95,10+ years,RENT,other,29.44,630,634,5,0,14309.43,2,Sep-2021,Current
3746,726604,9982.63,36,23.19,43244.78,2 years,OTHER,debt_consolidation,34.84,746,750,12,3,13356.99,4,Dec-2023,Charged Off
3747,147121,23017.32,36,12.41,82048.6,5 years,MORTGAGE,home_improvement,9.76,600,604,16,0,41607.67,2,May-2022,Late (31-120 days)
3748,182507,33722.85,36,21.3,64181.83,2 years,RENT,home_improvement,35.46,748,752,17,0,63929.1,2,Dec-2023,In Grace Period
3749,428683,16813.15,36,17.43,49470.84,< 1 year,RENT,debt_consolidation,13.33,797,801,14,0,27066.35,4,Oct-2023,In Grace Period
3750,134214,16381.94,60,18.91,31328.37,5 years,RENT,other,40.07,689,693,10,3,47670.22,5,Sep-2023,Default
3751,971004,3373.33,36,18.93,54289.87,2 years,RENT,debt_consolidation,14.8,698,702,17,0,2936.84,0,Sep-2022,Fully Paid
3752,135268,11655.21,36,17.44,77324.5,< 1 year,RENT,medical,24.68,708,712,18,0,34892.6,5,May-2023,Current
3753,600454,28531.28,60,21.34,59505.48,5 years,OTHER,credit_card,24.49,602,606,16,3,63580.55,2,Nov-2023,In Grace Period
3754,415818,15694.87,36,13.06,52840.37,5 years,MORTGAGE,major_purchase,15.75,730,734,16,2,40217.82,3,Oct-2021,Current
3755,287983,8015.36,60,21.29,34247.51,5 years,OWN,home_improvement,19.47,667,671,16,1,16718.54,1,Feb-2021,In Grace Period
3756,226531,6019.17,60,9.3,72419.57,< 1 year,RENT,credit_card,12.42,692,696,10,3,6243.87,0,Dec-2021,Current
3757,369297,5612.03,36,9.6,15000.0,5 years,MORTGAGE,home_improvement,27.8,585,589,16,3,13337.72,2,Nov-2022,Charged Off
3758,146076,27047.07,60,18.91,58237.26,5 years,MORTGAGE,medical,41.52,790,794,8,2,70876.17,5,Aug-2022,Current
3759,613989,25279.62,36,19.5,155849.32,5 years,MORTGAGE,major_purchase,17.66,660,664,19,3,60161.29,5,Mar-2021,In Grace Period
3760,311312,21703.8,36,22.24,24865.39,10+ years,MORTGAGE,credit_card,25.32,598,602,17,1,58271.68,2,Sep-2022,Current
3761,117356,21012.41,36,10.94,43975.32,10+ years,MORTGAGE,credit_card,39.48,767,771,12,3,13843.38,3,Jul-2021,Current
3762,203726,7819.2,60,7.01,48846.6,< 1 year,OWN,medical,23.1,815,819,14,2,22713.83,4,Jul-2022,Current
3763,909613,21022.96,36,15.13,39808.58,5 years,RENT,credit_card,38.25,704,708,16,0,59872.9,3,Sep-2022,Current
3764,315695,4277.64,36,21.76,78148.68,10+ years,MORTGAGE,major_purchase,22.86,588,592,12,2,11731.34,4,Nov-2022,Fully Paid
3765,620323,37182.62,36,23.49,60633.51,5 years,MORTGAGE,other,22.61,818,822,16,1,77842.56,0,Mar-2022,Current
3766,468685,4205.05,36,21.44,52498.25,10+ years,MORTGAGE,major_purchase,11.29,629,633,15,0,11003.4,5,Mar-2022,Current
3767,543055,18094.15,36,14.82,70176.77,10+ years,MORTGAGE,credit_card,10.0,637,641,6,1,36410.08,3,Jan-2023,In Grace Period
